bin	17,5	bin	18	bin	18,5	bin	19
592	6	592	0	592	0	592	0
593	12	593	0	593	0	593	0
594	10	594	0	594	0	594	0
595	9	595	0	595	0	595	0
596	16	596	0	596	0	596	0
597	19	597	0	597	0	597	0
598	14	598	0	598	0	598	0
599	19	599	0	599	0	599	0
600	23	600	0	600	0	600	0
601	27	601	0	601	0	601	0
602	32	602	0	602	0	602	0
603	29	603	0	603	0	603	0
604	30	604	0	604	0	604	0
605	35	605	0	605	0	605	0
606	41	606	0	606	0	606	0
607	50	607	0	607	0	607	0
608	41	608	0	608	0	608	0
609	48	609	0	609	0	609	0
610	47	610	1	610	0	610	0
611	43	611	0	611	0	611	0
612	71	612	0	612	0	612	0
613	62	613	0	613	0	613	0
614	63	614	1	614	0	614	0
615	60	615	1	615	0	615	0
616	76	616	0	616	0	616	0
617	81	617	4	617	0	617	0
618	73	618	2	618	0	618	0
619	68	619	2	619	0	619	0
620	83	620	2	620	0	620	0
621	74	621	3	621	0	621	0
622	90	622	4	622	0	622	0
623	79	623	6	623	0	623	0
624	97	624	10	624	0	624	0
625	79	625	12	625	0	625	0
626	106	626	7	626	0	626	0
627	84	627	11	627	0	627	0
628	100	628	10	628	0	628	0
629	85	629	18	629	0	629	0
630	110	630	22	630	0	630	0
631	100	631	21	631	0	631	0
632	97	632	18	632	0	632	0
633	91	633	20	633	0	633	0
634	82	634	24	634	0	634	0
635	77	635	34	635	0	635	0
636	82	636	32	636	0	636	0
637	82	637	38	637	0	637	0
638	87	638	40	638	0	638	0
639	62	639	37	639	0	639	0
640	76	640	42	640	0	640	0
641	69	641	54	641	0	641	0
642	85	642	40	642	1	642	0
643	65	643	70	643	0	643	0
644	70	644	64	644	0	644	0
645	49	645	67	645	0	645	0
646	72	646	75	646	0	646	0
647	89	647	66	647	1	647	0
648	78	648	76	648	1	648	0
649	52	649	71	649	1	649	0
650	69	650	95	650	1	650	0
651	64	651	71	651	4	651	0
652	49	652	65	652	0	652	0
653	52	653	78	653	0	653	0
654	60	654	85	654	7	654	0
655	48	655	80	655	1	655	0
656	53	656	64	656	5	656	0
657	48	657	78	657	9	657	0
658	46	658	90	658	11	658	0
659	36	659	76	659	12	659	0
660	47	660	100	660	17	660	0
661	33	661	97	661	8	661	0
662	44	662	98	662	17	662	0
663	46	663	91	663	19	663	0
664	51	664	96	664	24	664	0
665	36	665	89	665	23	665	0
666	24	666	97	666	30	666	0
667	28	667	95	667	30	667	0
668	28	668	79	668	36	668	0
669	38	669	80	669	40	669	0
670	18	670	88	670	37	670	0
671	28	671	90	671	53	671	0
672	25	672	77	672	57	672	0
673	19	673	90	673	60	673	0
674	18	674	71	674	69	674	0
675	26	675	81	675	43	675	0
676	24	676	75	676	49	676	0
677	16	677	81	677	68	677	1
678	21	678	94	678	82	678	0
679	21	679	84	679	71	679	0
680	11	680	59	680	84	680	0
681	24	681	62	681	61	681	2
682	12	682	47	682	82	682	2
683	10	683	57	683	83	683	1
684	12	684	62	684	105	684	3
685	13	685	53	685	81	685	2
686	8	686	51	686	72	686	2
687	10	687	51	687	86	687	5
688	5	688	47	688	109	688	6
689	9	689	53	689	88	689	11
690	6	690	47	690	79	690	11
691	13	691	47	691	117	691	8
692	13	692	48	692	89	692	18
693	13	693	33	693	94	693	21
694	8	694	31	694	82	694	18
695	11	695	39	695	93	695	25
696	3	696	44	696	98	696	23
697	4	697	26	697	85	697	28
698	8	698	33	698	99	698	24
699	6	699	29	699	73	699	43
700	4	700	32	700	94	700	37
701	7	701	30	701	85	701	48
702	2	702	22	702	92	702	46
703	1	703	30	703	82	703	62
704	5	704	22	704	81	704	52
705	4	705	33	705	76	705	51
706	5	706	22	706	62	706	67
707	2	707	21	707	67	707	61
708	4	708	22	708	64	708	66
709	8	709	11	709	61	709	83
710	4	710	18	710	74	710	75
711	2	711	16	711	66	711	77
712	3	712	15	712	69	712	83
713	1	713	5	713	69	713	75
714	1	714	13	714	59	714	86
715	0	715	12	715	46	715	91
716	1	716	17	716	50	716	86
717	2	717	10	717	65	717	92
718	3	718	14	718	48	718	101
719	2	719	7	719	46	719	97
720	3	720	15	720	42	720	95
721	1	721	8	721	50	721	95
722	1	722	11	722	45	722	88
723	1	723	14	723	39	723	112
724	3	724	5	724	37	724	91
725	0	725	10	725	45	725	95
726	3	726	6	726	47	726	114
727	0	727	9	727	40	727	94
728	0	728	1	728	35	728	73
729	2	729	4	729	37	729	92
730	2	730	5	730	39	730	86
731	0	731	5	731	33	731	89
732	2	732	8	732	21	732	78
733	0	733	4	733	15	733	80
734	0	734	3	734	25	734	89
735	3	735	5	735	20	735	86
736	0	736	1	736	27	736	88
737	1	737	1	737	24	737	81
738	1	738	3	738	21	738	76
739	0	739	6	739	18	739	80
740	0	740	3	740	26	740	81
741	0	741	3	741	18	741	65
742	0	742	3	742	23	742	60
743	1	743	0	743	15	743	66
744	0	744	3	744	13	744	62
745	0	745	3	745	16	745	46
746	1	746	1	746	8	746	39
747	0	747	1	747	16	747	59
748	1	748	3	748	8	748	61
749	0	749	3	749	10	749	42
750	0	750	1	750	8	750	57
751	1	751	2	751	9	751	36
752	1	752	1	752	6	752	42
753	1	753	0	753	7	753	37
754	0	754	0	754	8	754	44
755	1	755	1	755	6	755	34
756	0	756	0	756	8	756	33
757	0	757	0	757	5	757	39
758	0	758	2	758	12	758	39
759	0	759	1	759	3	759	33
760	1	760	2	760	6	760	32
761	1	761	1	761	4	761	26
762	0	762	1	762	6	762	31
763	0	763	1	763	9	763	23
764	0	764	1	764	2	764	24
765	0	765	1	765	9	765	23
766	0	766	0	766	8	766	14
767	0	767	2	767	2	767	24
768	0	768	0	768	1	768	16
769	0	769	0	769	0	769	21
770	0	770	1	770	0	770	19
771	0	771	0	771	0	771	22
772	0	772	0	772	4	772	17
773	0	773	0	773	1	773	19
774	0	774	0	774	2	774	23
775	0	775	1	775	4	775	12
776	0	776	0	776	2	776	12
777	0	777	1	777	1	777	9
778	0	778	0	778	2	778	13
779	0	779	0	779	1	779	11
780	0	780	0	780	2	780	12
781	0	781	1	781	2	781	6
782	0	782	0	782	3	782	12
783	0	783	0	783	1	783	5
784	0	784	0	784	4	784	8
785	0	785	0	785	1	785	11
786	0	786	0	786	2	786	6
787	0	787	0	787	0	787	7
788	0	788	0	788	2	788	8
789	1	789	1	789	0	789	4
790	0	790	0	790	2	790	5
791	0	791	0	791	2	791	3
792	0	792	0	792	2	792	5
793	0	793	0	793	0	793	6
794	0	794	0	794	3	794	5
795	0	795	0	795	1	795	6
796	0	796	0	796	1	796	2
797	0	797	0	797	3	797	1
798	0	798	0	798	3	798	5
799	0	799	0	799	0	799	3
800	0	800	0	800	0	800	2
801	0	801	0	801	0	801	1
802	0	802	0	802	2	802	4
803	0	803	0	803	0	803	4
804	0	804	0	804	0	804	3
805	0	805	0	805	0	805	4
806	0	806	0	806	1	806	0
807	0	807	0	807	1	807	4
808	0	808	0	808	0	808	0
809	0	809	0	809	0	809	1
810	0	810	0	810	0	810	2
811	0	811	0	811	0	811	1
812	0	812	0	812	1	812	2
813	0	813	0	813	2	813	2
814	0	814	0	814	2	814	0
815	0	815	0	815	0	815	3
816	0	816	0	816	0	816	0
817	0	817	0	817	1	817	0
818	0	818	0	818	0	818	1
819	0	819	0	819	0	819	0
820	0	820	0	820	0	820	2
821	0	821	0	821	0	821	1
822	0	822	0	822	0	822	0
823	0	823	0	823	0	823	0
824	0	824	0	824	0	824	1
825	0	825	0	825	0	825	0
826	0	826	0	826	0	826	1
827	0	827	0	827	0	827	0
828	0	828	0	828	0	828	0
829	0	829	0	829	0	829	0
830	0	830	0	830	0	830	0
831	0	831	0	831	1	831	1
832	0	832	0	832	0	832	0
833	0	833	0	833	0	833	0
834	0	834	0	834	0	834	0
835	0	835	0	835	0	835	1
836	0	836	0	836	1	836	0
837	0	837	0	837	0	837	0
838	0	838	0	838	0	838	0
839	0	839	0	839	0	839	0
840	0	840	0	840	0	840	0
841	0	841	0	841	0	841	0
842	0	842	0	842	0	842	0
843	0	843	0	843	0	843	0
844	0	844	0	844	0	844	0
845	0	845	0	845	0	845	0
846	0	846	0	846	0	846	0
847	0	847	0	847	1	847	0
848	0	848	0	848	0	848	0
849	0	849	0	849	0	849	0
850	0	850	0	850	0	850	0
851	0	851	0	851	1	851	1
852	0	852	0	852	0	852	0
853	0	853	0	853	0	853	0
854	0	854	0	854	0	854	0
855	0	855	0	855	0	855	0
856	0	856	0	856	0	856	0
857	0	857	0	857	0	857	0
858	0	858	0	858	0	858	0
859	0	859	0	859	0	859	0
860	0	860	0	860	0	860	0
861	0	861	0	861	0	861	0
862	0	862	0	862	0	862	0
863	0	863	0	863	0	863	0
864	0	864	0	864	0	864	0
865	0	865	0	865	0	865	0
866	0	866	0	866	0	866	0
867	0	867	0	867	0	867	0
868	0	868	0	868	0	868	0
869	0	869	0	869	0	869	0
870	0	870	0	870	0	870	0
871	0	871	0	871	0	871	0
872	0	872	0	872	0	872	0
873	0	873	0	873	0	873	0
874	0	874	0	874	0	874	0
875	0	875	0	875	0	875	0
876	0	876	0	876	0	876	0
877	0	877	0	877	0	877	0
878	0	878	0	878	0	878	0
879	0	879	0	879	0	879	0
880	0	880	0	880	0	880	0
881	0	881	0	881	0	881	0
882	0	882	0	882	0	882	0
883	0	883	0	883	0	883	0
884	0	884	0	884	0	884	0
885	0	885	0	885	0	885	0
886	0	886	0	886	0	886	0
887	0	887	0	887	0	887	0
888	0	888	0	888	0	888	0
889	0	889	0	889	0	889	0
890	0	890	0	890	0	890	0
891	0	891	0	891	0	891	0
892	0	892	0	892	0	892	0
893	0	893	0	893	0	893	0
894	0	894	0	894	0	894	0
895	0	895	0	895	0	895	0
896	0	896	0	896	0	896	0
897	0	897	0	897	0	897	0
898	0	898	0	898	0	898	0
899	0	899	0	899	0	899	0
900	0	900	0	900	0	900	0
901	0	901	0	901	0	901	0
902	0	902	0	902	0	902	0
903	0	903	0	903	0	903	0
904	0	904	0	904	0	904	0
905	0	905	0	905	0	905	0
906	0	906	0	906	0	906	0
907	0	907	0	907	0	907	0
908	0	908	0	908	0	908	0
909	0	909	0	909	0	909	0
910	0	910	0	910	0	910	0
911	0	911	0	911	0	911	0
912	0	912	0	912	0	912	0
913	0	913	0	913	0	913	0
914	0	914	0	914	0	914	0
915	0	915	0	915	0	915	0
916	0	916	0	916	0	916	0
917	0	917	0	917	0	917	0
918	0	918	0	918	0	918	0
919	0	919	0	919	0	919	0
920	0	920	0	920	0	920	0
921	0	921	0	921	0	921	0
922	0	922	0	922	0	922	0
923	0	923	0	923	0	923	0
924	0	924	0	924	0	924	0
925	0	925	0	925	0	925	0
926	0	926	0	926	0	926	0
927	0	927	0	927	0	927	0
928	0	928	0	928	0	928	0
929	0	929	0	929	0	929	0
930	0	930	0	930	0	930	0
931	0	931	0	931	0	931	0
932	0	932	0	932	0	932	0
933	0	933	0	933	0	933	0
934	0	934	0	934	0	934	0
935	0	935	0	935	0	935	0
936	0	936	0	936	0	936	0
937	0	937	0	937	0	937	0
938	0	938	0	938	0	938	0
939	0	939	0	939	0	939	0
940	0	940	0	940	0	940	0
941	0	941	0	941	0	941	0
942	0	942	0	942	0	942	0
943	0	943	0	943	0	943	0
944	0	944	0	944	0	944	0
945	0	945	0	945	0	945	0
946	0	946	0	946	0	946	0
947	0	947	0	947	0	947	0
948	0	948	0	948	0	948	0
949	0	949	0	949	0	949	0
950	0	950	0	950	0	950	0
951	0	951	0	951	0	951	0
952	0	952	0	952	0	952	0
953	0	953	0	953	0	953	0
954	0	954	0	954	0	954	0
955	0	955	0	955	0	955	0
956	0	956	0	956	0	956	0
957	0	957	0	957	0	957	0
958	0	958	0	958	0	958	0
959	0	959	0	959	0	959	0
960	0	960	0	960	0	960	0
961	0	961	0	961	0	961	0
962	0	962	0	962	0	962	0
963	0	963	0	963	0	963	0
964	0	964	0	964	0	964	0
965	0	965	0	965	0	965	0
966	0	966	0	966	0	966	0
967	0	967	0	967	0	967	0
968	0	968	0	968	0	968	0
969	0	969	0	969	0	969	0
970	0	970	0	970	0	970	0
971	0	971	0	971	0	971	0
972	0	972	0	972	0	972	0
973	0	973	0	973	0	973	0
974	0	974	0	974	0	974	0
975	0	975	0	975	0	975	0
976	0	976	0	976	0	976	0
977	0	977	0	977	0	977	0
978	0	978	0	978	0	978	0
979	0	979	0	979	0	979	0
980	0	980	0	980	0	980	0
981	0	981	0	981	0	981	0
982	0	982	0	982	0	982	0
983	0	983	0	983	0	983	0
984	0	984	0	984	0	984	0
985	0	985	0	985	0	985	0
986	0	986	0	986	0	986	0
987	0	987	0	987	0	987	0
988	0	988	0	988	0	988	0
989	0	989	0	989	0	989	0
990	0	990	0	990	0	990	0
991	0	991	0	991	0	991	0
992	0	992	0	992	0	992	0
993	0	993	0	993	0	993	0
994	0	994	0	994	0	994	0
995	0	995	0	995	0	995	0
996	0	996	0	996	0	996	0
997	0	997	0	997	0	997	0
998	0	998	0	998	0	998	0
999	0	999	0	999	0	999	0
1000	0	1000	0	1000	0	1000	0
1001	0	1001	0	1001	0	1001	0
1002	0	1002	0	1002	0	1002	0
1003	0	1003	0	1003	0	1003	0
1004	0	1004	0	1004	0	1004	0
1005	0	1005	0	1005	0	1005	0
1006	0	1006	0	1006	0	1006	0
1007	0	1007	0	1007	0	1007	0
1008	0	1008	0	1008	0	1008	0
1009	0	1009	0	1009	0	1009	0
1010	0	1010	0	1010	0	1010	0
1011	0	1011	0	1011	0	1011	0
1012	0	1012	0	1012	0	1012	0
1013	0	1013	0	1013	0	1013	0
1014	0	1014	0	1014	0	1014	0
1015	0	1015	0	1015	0	1015	0
1016	0	1016	0	1016	0	1016	0
1017	0	1017	0	1017	0	1017	0
1018	0	1018	0	1018	0	1018	0
1019	0	1019	0	1019	0	1019	0
1020	0	1020	0	1020	0	1020	0
1021	0	1021	0	1021	0	1021	0
1022	0	1022	0	1022	0	1022	0
1023	0	1023	0	1023	0	1023	0
1024	0	1024	0	1024	0	1024	0
1025	0	1025	0	1025	0	1025	0
1026	0	1026	0	1026	0	1026	0
1027	0	1027	0	1027	0	1027	0
1028	0	1028	0	1028	0	1028	0
1029	0	1029	0	1029	0	1029	0
1030	0	1030	0	1030	0	1030	0
1031	0	1031	0	1031	0	1031	0
1032	0	1032	0	1032	0	1032	0
1033	0	1033	0	1033	0	1033	0
1034	0	1034	0	1034	0	1034	0
1035	0	1035	0	1035	0	1035	0
1036	0	1036	0	1036	0	1036	0
1037	0	1037	0	1037	0	1037	0
1038	0	1038	0	1038	0	1038	0
1039	0	1039	0	1039	0	1039	0
1040	0	1040	0	1040	0	1040	0
1041	0	1041	0	1041	0	1041	0
1042	0	1042	0	1042	0	1042	0
1043	0	1043	0	1043	0	1043	0
1044	0	1044	0	1044	0	1044	0
1045	0	1045	0	1045	0	1045	0
1046	0	1046	0	1046	0	1046	0
1047	0	1047	0	1047	0	1047	0
1048	0	1048	0	1048	0	1048	0
1049	0	1049	0	1049	0	1049	0
1050	0	1050	0	1050	0	1050	0
1051	0	1051	0	1051	0	1051	0
1052	0	1052	0	1052	0	1052	0
1053	0	1053	0	1053	0	1053	0
1054	0	1054	0	1054	0	1054	0
1055	0	1055	0	1055	0	1055	0
1056	0	1056	0	1056	0	1056	0
1057	0	1057	0	1057	0	1057	0
1058	0	1058	0	1058	0	1058	0
1059	0	1059	0	1059	0	1059	0
1060	0	1060	0	1060	0	1060	0
1061	0	1061	0	1061	0	1061	0
1062	0	1062	0	1062	0	1062	0
1063	0	1063	0	1063	0	1063	0
1064	0	1064	0	1064	0	1064	0
1065	0	1065	0	1065	0	1065	0
1066	0	1066	0	1066	0	1066	0
1067	0	1067	0	1067	0	1067	0
1068	0	1068	0	1068	0	1068	0
1069	0	1069	0	1069	0	1069	0
1070	0	1070	0	1070	0	1070	0
1071	0	1071	0	1071	0	1071	0
1072	0	1072	0	1072	0	1072	0
1073	0	1073	0	1073	0	1073	0
1074	0	1074	0	1074	0	1074	0
1075	0	1075	0	1075	0	1075	0
1076	0	1076	0	1076	0	1076	0
1077	0	1077	0	1077	0	1077	0
1078	0	1078	0	1078	0	1078	0
1079	0	1079	0	1079	0	1079	0
1080	0	1080	0	1080	0	1080	0
1081	0	1081	0	1081	0	1081	0
1082	0	1082	0	1082	0	1082	0
1083	0	1083	0	1083	0	1083	0
1084	0	1084	0	1084	0	1084	0
1085	0	1085	0	1085	0	1085	0
1086	0	1086	0	1086	0	1086	0
1087	0	1087	0	1087	0	1087	0
1088	0	1088	0	1088	0	1088	0
1089	0	1089	0	1089	0	1089	0
1090	0	1090	0	1090	0	1090	0
1091	0	1091	0	1091	0	1091	0
1092	0	1092	0	1092	0	1092	0
1093	0	1093	0	1093	0	1093	0
1094	0	1094	0	1094	0	1094	0
1095	0	1095	0	1095	0	1095	0
1096	0	1096	0	1096	0	1096	0
1097	0	1097	0	1097	0	1097	0
1098	0	1098	0	1098	0	1098	0
1099	0	1099	0	1099	0	1099	0
1100	0	1100	0	1100	0	1100	0
1101	0	1101	0	1101	0	1101	0
1102	0	1102	0	1102	0	1102	0
1103	0	1103	0	1103	0	1103	0
1104	0	1104	0	1104	0	1104	0
1105	0	1105	0	1105	0	1105	0
1106	0	1106	0	1106	0	1106	0
1107	0	1107	0	1107	0	1107	0
1108	0	1108	0	1108	0	1108	0
1109	0	1109	0	1109	0	1109	0
1110	0	1110	0	1110	0	1110	0
1111	0	1111	0	1111	0	1111	0
1112	0	1112	0	1112	0	1112	0
1113	0	1113	0	1113	0	1113	0
1114	0	1114	0	1114	0	1114	0
1115	0	1115	0	1115	0	1115	0
1116	0	1116	0	1116	0	1116	0
1117	0	1117	0	1117	0	1117	0
1118	0	1118	0	1118	0	1118	0
1119	0	1119	0	1119	0	1119	0
1120	0	1120	0	1120	0	1120	0
1121	0	1121	0	1121	0	1121	0
1122	0	1122	0	1122	0	1122	0
1123	0	1123	0	1123	0	1123	0
1124	0	1124	0	1124	0	1124	0
1125	0	1125	0	1125	0	1125	0
1126	0	1126	0	1126	0	1126	0
1127	0	1127	0	1127	0	1127	0
1128	0	1128	0	1128	0	1128	0
1129	0	1129	0	1129	0	1129	0
1130	0	1130	0	1130	0	1130	0
1131	0	1131	0	1131	0	1131	0
1132	0	1132	0	1132	0	1132	0
1133	0	1133	0	1133	0	1133	0
1134	0	1134	0	1134	0	1134	0
1135	0	1135	0	1135	0	1135	0
1136	0	1136	0	1136	0	1136	0
1137	0	1137	0	1137	0	1137	0
1138	0	1138	0	1138	0	1138	0
1139	0	1139	0	1139	0	1139	0
1140	0	1140	0	1140	0	1140	0
1141	0	1141	0	1141	0	1141	0
1142	0	1142	0	1142	0	1142	0
1143	0	1143	0	1143	0	1143	0
1144	0	1144	0	1144	0	1144	0
1145	0	1145	0	1145	0	1145	0
1146	0	1146	0	1146	0	1146	0
1147	0	1147	0	1147	0	1147	0
1148	0	1148	0	1148	0	1148	0
1149	0	1149	0	1149	0	1149	0
1150	0	1150	0	1150	0	1150	0
1151	0	1151	0	1151	0	1151	0
1152	0	1152	0	1152	0	1152	0
1153	0	1153	0	1153	0	1153	0
1154	0	1154	0	1154	0	1154	0
1155	0	1155	0	1155	0	1155	0
1156	0	1156	0	1156	0	1156	0
1157	0	1157	0	1157	0	1157	0
1158	0	1158	0	1158	0	1158	0
1159	0	1159	0	1159	0	1159	0
1160	0	1160	0	1160	0	1160	0
1161	0	1161	0	1161	0	1161	0
1162	0	1162	0	1162	0	1162	0
1163	0	1163	0	1163	0	1163	0
1164	0	1164	0	1164	0	1164	0
1165	0	1165	0	1165	0	1165	0
1166	0	1166	0	1166	0	1166	0
1167	0	1167	0	1167	0	1167	0
1168	0	1168	0	1168	0	1168	0
1169	0	1169	0	1169	0	1169	0
1170	0	1170	0	1170	0	1170	0
1171	0	1171	0	1171	0	1171	0
1172	0	1172	0	1172	0	1172	0
1173	0	1173	0	1173	0	1173	0
1174	0	1174	0	1174	0	1174	0
1175	0	1175	0	1175	0	1175	0
1176	0	1176	0	1176	0	1176	0
1177	0	1177	0	1177	0	1177	0
1178	0	1178	0	1178	0	1178	0
1179	0	1179	0	1179	0	1179	0
1180	0	1180	0	1180	0	1180	0
1181	0	1181	0	1181	0	1181	0
1182	0	1182	0	1182	0	1182	0
1183	0	1183	0	1183	0	1183	0
1184	0	1184	0	1184	0	1184	0
1185	0	1185	0	1185	0	1185	0
1186	0	1186	0	1186	0	1186	0
1187	0	1187	0	1187	0	1187	0
1188	0	1188	0	1188	0	1188	0
1189	0	1189	0	1189	0	1189	0
1190	0	1190	0	1190	0	1190	0
1191	0	1191	0	1191	0	1191	0
1192	0	1192	0	1192	0	1192	0
1193	0	1193	0	1193	0	1193	0
1194	0	1194	0	1194	0	1194	0
1195	0	1195	0	1195	0	1195	0
1196	0	1196	0	1196	0	1196	0
1197	0	1197	0	1197	0	1197	0
1198	0	1198	0	1198	0	1198	0
1199	0	1199	0	1199	0	1199	0
1200	0	1200	0	1200	0	1200	0
1201	0	1201	0	1201	0	1201	0
1202	0	1202	0	1202	0	1202	0
1203	0	1203	0	1203	0	1203	0
1204	0	1204	0	1204	0	1204	0
1205	0	1205	0	1205	0	1205	0
1206	0	1206	0	1206	0	1206	0
1207	0	1207	0	1207	0	1207	0
1208	0	1208	0	1208	0	1208	0
1209	0	1209	0	1209	0	1209	0
1210	0	1210	0	1210	0	1210	0
1211	0	1211	0	1211	0	1211	0
1212	0	1212	0	1212	0	1212	0
1213	0	1213	0	1213	0	1213	0
1214	0	1214	0	1214	0	1214	0
1215	0	1215	0	1215	0	1215	0
1216	0	1216	0	1216	0	1216	0
1217	0	1217	0	1217	0	1217	0
1218	0	1218	0	1218	0	1218	0
1219	0	1219	0	1219	0	1219	0
1220	0	1220	0	1220	0	1220	0
1221	0	1221	0	1221	0	1221	0
1222	0	1222	0	1222	0	1222	0
1223	0	1223	0	1223	0	1223	0
1224	0	1224	0	1224	0	1224	0
1225	0	1225	0	1225	0	1225	0
1226	0	1226	0	1226	0	1226	0
1227	0	1227	0	1227	0	1227	0
1228	0	1228	0	1228	0	1228	0
1229	0	1229	0	1229	0	1229	0
1230	0	1230	0	1230	0	1230	0
1231	0	1231	0	1231	0	1231	0
1232	0	1232	0	1232	0	1232	0
1233	0	1233	0	1233	0	1233	0
1234	0	1234	0	1234	0	1234	0
1235	0	1235	0	1235	0	1235	0
1236	0	1236	0	1236	0	1236	0
1237	0	1237	0	1237	0	1237	0
1238	0	1238	0	1238	0	1238	0
1239	0	1239	0	1239	0	1239	0
1240	0	1240	0	1240	0	1240	0
1241	0	1241	0	1241	0	1241	0
1242	0	1242	0	1242	0	1242	0
1243	0	1243	0	1243	0	1243	0
1244	0	1244	0	1244	0	1244	0
1245	0	1245	0	1245	0	1245	0
1246	0	1246	0	1246	0	1246	0
1247	0	1247	0	1247	0	1247	0
1248	0	1248	0	1248	0	1248	0
1249	0	1249	0	1249	0	1249	0
1250	0	1250	0	1250	0	1250	0
1251	0	1251	0	1251	0	1251	0
1252	0	1252	0	1252	0	1252	0
1253	0	1253	0	1253	0	1253	0
1254	0	1254	0	1254	0	1254	0
1255	0	1255	0	1255	0	1255	0
1256	0	1256	0	1256	0	1256	0
1257	0	1257	0	1257	0	1257	0
1258	0	1258	0	1258	0	1258	0
1259	0	1259	0	1259	0	1259	0
1260	0	1260	0	1260	0	1260	0
1261	0	1261	0	1261	0	1261	0
1262	0	1262	0	1262	0	1262	0
1263	0	1263	0	1263	0	1263	0
1264	0	1264	0	1264	0	1264	0
1265	0	1265	0	1265	0	1265	0
1266	0	1266	0	1266	0	1266	0
1267	0	1267	0	1267	0	1267	0
1268	0	1268	0	1268	0	1268	0
1269	0	1269	0	1269	0	1269	0
1270	0	1270	0	1270	0	1270	0
1271	0	1271	0	1271	0	1271	0
1272	0	1272	0	1272	0	1272	0
1273	0	1273	0	1273	0	1273	0
1274	0	1274	0	1274	0	1274	0
1275	0	1275	0	1275	0	1275	0
1276	0	1276	0	1276	0	1276	0
1277	0	1277	0	1277	0	1277	0
1278	0	1278	0	1278	0	1278	0
1279	0	1279	0	1279	0	1279	0
1280	0	1280	0	1280	0	1280	0
1281	0	1281	0	1281	0	1281	0
1282	0	1282	0	1282	0	1282	0
1283	0	1283	0	1283	0	1283	0
1284	0	1284	0	1284	0	1284	0
1285	0	1285	0	1285	0	1285	0
1286	0	1286	0	1286	0	1286	0
1287	0	1287	0	1287	0	1287	0
1288	0	1288	0	1288	0	1288	0
1289	0	1289	0	1289	0	1289	0
1290	0	1290	0	1290	0	1290	0
1291	0	1291	0	1291	0	1291	0
1292	0	1292	0	1292	0	1292	0
1293	0	1293	0	1293	0	1293	0
1294	0	1294	0	1294	0	1294	0
1295	0	1295	0	1295	0	1295	0
1296	0	1296	0	1296	0	1296	0
1297	0	1297	0	1297	0	1297	0
