bin	17,5	bin	18	bin	18,5	bin	19
592	0	592	0	592	0	592	0
593	0	593	0	593	0	593	0
594	1	594	0	594	0	594	0
595	0	595	0	595	0	595	0
596	1	596	0	596	0	596	0
597	0	597	0	597	0	597	0
598	1	598	0	598	0	598	0
599	3	599	0	599	0	599	0
600	1	600	0	600	0	600	0
601	2	601	0	601	0	601	0
602	1	602	0	602	0	602	0
603	4	603	0	603	0	603	0
604	0	604	0	604	0	604	0
605	2	605	0	605	0	605	0
606	1	606	0	606	0	606	0
607	3	607	0	607	0	607	0
608	3	608	0	608	0	608	0
609	8	609	0	609	0	609	0
610	5	610	0	610	0	610	0
611	11	611	0	611	0	611	0
612	12	612	0	612	0	612	0
613	9	613	0	613	0	613	0
614	13	614	0	614	0	614	0
615	15	615	0	615	0	615	0
616	16	616	0	616	0	616	0
617	17	617	0	617	0	617	0
618	17	618	0	618	0	618	0
619	20	619	0	619	0	619	0
620	12	620	0	620	0	620	0
621	26	621	0	621	0	621	0
622	17	622	0	622	0	622	0
623	25	623	0	623	0	623	0
624	25	624	0	624	0	624	0
625	30	625	1	625	0	625	0
626	25	626	0	626	0	626	0
627	26	627	0	627	0	627	0
628	38	628	0	628	0	628	0
629	31	629	0	629	0	629	0
630	30	630	0	630	0	630	0
631	38	631	0	631	0	631	0
632	27	632	1	632	0	632	0
633	26	633	2	633	0	633	0
634	37	634	2	634	0	634	0
635	35	635	2	635	0	635	0
636	39	636	2	636	0	636	0
637	43	637	1	637	0	637	0
638	36	638	4	638	0	638	0
639	40	639	4	639	0	639	0
640	48	640	3	640	0	640	0
641	51	641	7	641	0	641	0
642	46	642	3	642	0	642	0
643	59	643	4	643	0	643	0
644	55	644	10	644	0	644	0
645	52	645	8	645	0	645	0
646	66	646	13	646	0	646	0
647	67	647	13	647	0	647	0
648	68	648	9	648	0	648	0
649	71	649	15	649	0	649	0
650	56	650	20	650	0	650	0
651	58	651	13	651	0	651	0
652	54	652	15	652	0	652	0
653	53	653	17	653	0	653	0
654	63	654	21	654	0	654	0
655	63	655	17	655	0	655	0
656	60	656	26	656	0	656	0
657	58	657	28	657	0	657	0
658	65	658	26	658	0	658	0
659	51	659	21	659	0	659	0
660	66	660	18	660	0	660	0
661	59	661	40	661	1	661	0
662	51	662	33	662	2	662	0
663	54	663	39	663	1	663	0
664	74	664	46	664	2	664	0
665	48	665	34	665	1	665	0
666	65	666	44	666	1	666	0
667	67	667	29	667	3	667	0
668	60	668	44	668	1	668	0
669	51	669	51	669	1	669	0
670	74	670	45	670	1	670	0
671	66	671	62	671	4	671	0
672	68	672	45	672	7	672	0
673	59	673	54	673	6	673	0
674	55	674	46	674	5	674	0
675	57	675	62	675	7	675	0
676	65	676	56	676	5	676	0
677	61	677	50	677	8	677	0
678	56	678	64	678	7	678	0
679	61	679	61	679	10	679	0
680	49	680	71	680	10	680	0
681	41	681	53	681	14	681	0
682	41	682	54	682	19	682	0
683	54	683	59	683	23	683	0
684	49	684	78	684	18	684	0
685	53	685	50	685	15	685	0
686	44	686	56	686	23	686	0
687	40	687	71	687	29	687	0
688	57	688	69	688	21	688	0
689	44	689	69	689	33	689	0
690	49	690	63	690	29	690	0
691	44	691	65	691	37	691	1
692	54	692	84	692	36	692	1
693	39	693	63	693	32	693	1
694	37	694	74	694	44	694	0
695	29	695	89	695	44	695	2
696	33	696	61	696	37	696	1
697	35	697	68	697	46	697	0
698	35	698	48	698	56	698	1
699	33	699	75	699	46	699	1
700	23	700	62	700	47	700	3
701	33	701	74	701	60	701	5
702	25	702	50	702	56	702	2
703	28	703	60	703	52	703	7
704	47	704	68	704	54	704	6
705	30	705	66	705	54	705	8
706	30	706	61	706	52	706	11
707	21	707	45	707	56	707	4
708	29	708	58	708	66	708	8
709	25	709	53	709	71	709	13
710	24	710	52	710	59	710	12
711	27	711	60	711	71	711	14
712	18	712	52	712	58	712	20
713	27	713	43	713	63	713	15
714	14	714	52	714	55	714	14
715	19	715	53	715	67	715	14
716	25	716	50	716	75	716	19
717	20	717	51	717	61	717	17
718	16	718	64	718	62	718	32
719	16	719	39	719	65	719	22
720	15	720	39	720	63	720	28
721	17	721	35	721	72	721	31
722	14	722	51	722	64	722	32
723	12	723	34	723	69	723	35
724	11	724	48	724	60	724	38
725	21	725	44	725	69	725	39
726	18	726	42	726	68	726	40
727	19	727	28	727	80	727	41
728	10	728	38	728	66	728	45
729	16	729	40	729	74	729	34
730	15	730	31	730	60	730	43
731	18	731	43	731	60	731	41
732	12	732	33	732	75	732	52
733	10	733	32	733	66	733	52
734	6	734	22	734	69	734	60
735	4	735	21	735	70	735	52
736	10	736	31	736	69	736	50
737	9	737	28	737	73	737	58
738	9	738	24	738	63	738	61
739	16	739	18	739	61	739	67
740	12	740	28	740	58	740	56
741	21	741	21	741	64	741	59
742	15	742	27	742	56	742	66
743	9	743	13	743	50	743	70
744	8	744	20	744	55	744	68
745	10	745	25	745	58	745	74
746	3	746	21	746	46	746	61
747	10	747	11	747	30	747	63
748	2	748	14	748	49	748	61
749	7	749	28	749	37	749	71
750	12	750	20	750	52	750	66
751	6	751	18	751	43	751	65
752	6	752	18	752	43	752	60
753	5	753	11	753	37	753	77
754	2	754	16	754	36	754	71
755	2	755	19	755	39	755	81
756	3	756	9	756	32	756	69
757	5	757	12	757	36	757	57
758	6	758	16	758	39	758	77
759	5	759	14	759	46	759	78
760	5	760	6	760	35	760	89
761	2	761	9	761	34	761	61
762	3	762	14	762	35	762	93
763	0	763	20	763	28	763	68
764	5	764	13	764	20	764	64
765	5	765	10	765	25	765	80
766	2	766	13	766	32	766	49
767	1	767	8	767	38	767	74
768	2	768	9	768	25	768	62
769	5	769	10	769	23	769	65
770	5	770	4	770	29	770	69
771	3	771	6	771	19	771	65
772	0	772	2	772	26	772	59
773	1	773	7	773	18	773	45
774	2	774	6	774	17	774	51
775	2	775	5	775	7	775	58
776	1	776	7	776	18	776	53
777	0	777	6	777	14	777	49
778	0	778	6	778	22	778	54
779	0	779	5	779	11	779	48
780	1	780	4	780	17	780	43
781	3	781	10	781	12	781	44
782	1	782	4	782	14	782	52
783	1	783	9	783	10	783	50
784	1	784	4	784	13	784	44
785	2	785	4	785	17	785	47
786	0	786	7	786	13	786	38
787	0	787	1	787	13	787	41
788	0	788	3	788	5	788	36
789	0	789	4	789	12	789	31
790	0	790	3	790	11	790	43
791	1	791	4	791	12	791	41
792	1	792	6	792	14	792	33
793	0	793	3	793	6	793	26
794	0	794	4	794	9	794	26
795	0	795	1	795	10	795	26
796	0	796	3	796	6	796	26
797	1	797	2	797	8	797	30
798	0	798	1	798	11	798	21
799	1	799	2	799	7	799	29
800	1	800	3	800	5	800	19
801	0	801	2	801	5	801	25
802	1	802	2	802	5	802	18
803	1	803	1	803	7	803	25
804	2	804	1	804	3	804	19
805	0	805	3	805	13	805	27
806	0	806	1	806	5	806	18
807	0	807	1	807	5	807	22
808	1	808	4	808	5	808	15
809	1	809	0	809	3	809	16
810	0	810	3	810	10	810	6
811	1	811	0	811	3	811	11
812	1	812	1	812	2	812	12
813	1	813	2	813	5	813	7
814	0	814	0	814	7	814	11
815	0	815	2	815	6	815	11
816	0	816	0	816	4	816	9
817	0	817	3	817	7	817	10
818	0	818	0	818	4	818	13
819	0	819	1	819	2	819	9
820	1	820	0	820	1	820	13
821	0	821	1	821	2	821	10
822	0	822	1	822	3	822	4
823	0	823	1	823	3	823	10
824	0	824	0	824	1	824	6
825	1	825	0	825	0	825	12
826	0	826	1	826	1	826	7
827	1	827	1	827	1	827	4
828	1	828	1	828	1	828	9
829	0	829	0	829	1	829	7
830	0	830	0	830	1	830	4
831	0	831	2	831	1	831	8
832	0	832	0	832	0	832	5
833	0	833	0	833	1	833	11
834	0	834	1	834	1	834	6
835	0	835	0	835	1	835	6
836	0	836	0	836	2	836	2
837	1	837	1	837	0	837	3
838	1	838	1	838	1	838	5
839	0	839	0	839	2	839	4
840	0	840	0	840	1	840	5
841	0	841	0	841	2	841	2
842	0	842	0	842	1	842	1
843	0	843	0	843	0	843	5
844	0	844	0	844	0	844	0
845	1	845	0	845	3	845	1
846	0	846	1	846	1	846	5
847	0	847	0	847	1	847	3
848	1	848	0	848	0	848	1
849	0	849	1	849	3	849	6
850	0	850	0	850	1	850	1
851	1	851	0	851	0	851	0
852	0	852	0	852	0	852	1
853	0	853	0	853	0	853	3
854	0	854	0	854	0	854	3
855	0	855	1	855	4	855	1
856	1	856	0	856	0	856	0
857	0	857	0	857	0	857	3
858	0	858	0	858	0	858	3
859	0	859	0	859	0	859	1
860	0	860	0	860	1	860	1
861	0	861	0	861	0	861	2
862	0	862	1	862	0	862	1
863	0	863	0	863	0	863	5
864	0	864	0	864	0	864	0
865	0	865	0	865	0	865	1
866	0	866	0	866	0	866	0
867	0	867	0	867	1	867	0
868	0	868	0	868	0	868	0
869	0	869	0	869	0	869	0
870	0	870	0	870	1	870	2
871	0	871	0	871	0	871	1
872	0	872	0	872	0	872	0
873	0	873	0	873	0	873	0
874	0	874	0	874	0	874	1
875	0	875	0	875	0	875	2
876	0	876	1	876	0	876	1
877	0	877	0	877	0	877	0
878	0	878	0	878	0	878	0
879	0	879	0	879	2	879	2
880	0	880	0	880	0	880	0
881	0	881	0	881	0	881	0
882	0	882	0	882	2	882	0
883	0	883	0	883	0	883	0
884	0	884	0	884	0	884	0
885	0	885	0	885	0	885	2
886	0	886	0	886	0	886	0
887	0	887	1	887	0	887	2
888	0	888	0	888	0	888	0
889	0	889	0	889	0	889	0
890	0	890	0	890	0	890	0
891	0	891	0	891	1	891	0
892	0	892	0	892	0	892	2
893	0	893	0	893	0	893	2
894	0	894	0	894	0	894	1
895	0	895	0	895	0	895	0
896	0	896	0	896	0	896	0
897	0	897	0	897	0	897	0
898	0	898	0	898	0	898	0
899	0	899	0	899	0	899	0
900	0	900	0	900	0	900	0
901	0	901	0	901	0	901	0
902	0	902	0	902	1	902	0
903	0	903	0	903	2	903	0
904	0	904	0	904	0	904	0
905	0	905	0	905	0	905	0
906	0	906	0	906	0	906	0
907	0	907	0	907	0	907	0
908	0	908	0	908	0	908	0
909	0	909	0	909	0	909	0
910	0	910	0	910	0	910	0
911	0	911	0	911	0	911	0
912	0	912	0	912	0	912	0
913	0	913	0	913	0	913	0
914	0	914	0	914	0	914	0
915	0	915	0	915	0	915	0
916	0	916	0	916	0	916	0
917	0	917	0	917	0	917	0
918	0	918	0	918	0	918	0
919	0	919	0	919	0	919	0
920	0	920	0	920	0	920	0
921	0	921	0	921	0	921	0
922	0	922	0	922	0	922	1
923	0	923	0	923	0	923	0
924	0	924	0	924	0	924	0
925	0	925	0	925	0	925	1
926	0	926	0	926	0	926	0
927	0	927	0	927	0	927	0
928	0	928	0	928	0	928	0
929	0	929	0	929	0	929	0
930	0	930	0	930	0	930	0
931	0	931	0	931	0	931	0
932	0	932	0	932	0	932	0
933	0	933	0	933	0	933	0
934	0	934	0	934	0	934	0
935	0	935	0	935	0	935	0
936	0	936	0	936	0	936	0
937	0	937	0	937	0	937	0
938	0	938	0	938	0	938	0
939	0	939	0	939	0	939	0
940	0	940	0	940	0	940	0
941	0	941	0	941	0	941	0
942	0	942	0	942	0	942	0
943	0	943	0	943	0	943	0
944	0	944	0	944	0	944	0
945	0	945	0	945	0	945	0
946	0	946	0	946	0	946	0
947	0	947	0	947	0	947	0
948	0	948	0	948	0	948	0
949	0	949	0	949	0	949	0
950	0	950	0	950	0	950	0
951	0	951	0	951	0	951	0
952	0	952	0	952	0	952	0
953	0	953	0	953	0	953	0
954	0	954	0	954	0	954	0
955	0	955	0	955	0	955	0
956	0	956	0	956	0	956	0
957	0	957	0	957	0	957	0
958	0	958	0	958	0	958	0
959	0	959	0	959	0	959	0
960	0	960	0	960	0	960	0
961	0	961	0	961	0	961	0
962	0	962	0	962	0	962	0
963	0	963	0	963	0	963	0
964	0	964	0	964	0	964	0
965	0	965	0	965	0	965	0
966	0	966	0	966	0	966	0
967	0	967	0	967	0	967	0
968	0	968	0	968	0	968	0
969	0	969	0	969	0	969	0
970	0	970	0	970	0	970	0
971	0	971	0	971	0	971	0
972	0	972	0	972	0	972	0
973	0	973	1	973	0	973	0
974	0	974	0	974	0	974	0
975	0	975	0	975	0	975	0
976	0	976	0	976	0	976	0
977	0	977	0	977	0	977	0
978	0	978	0	978	0	978	0
979	0	979	0	979	0	979	0
980	0	980	0	980	0	980	0
981	0	981	0	981	0	981	0
982	0	982	0	982	0	982	0
983	0	983	0	983	0	983	0
984	0	984	0	984	0	984	0
985	0	985	0	985	0	985	0
986	0	986	0	986	0	986	0
987	0	987	0	987	0	987	0
988	0	988	0	988	0	988	0
989	0	989	0	989	0	989	0
990	0	990	0	990	0	990	0
991	0	991	0	991	0	991	0
992	0	992	0	992	0	992	0
993	0	993	0	993	0	993	0
994	0	994	0	994	0	994	0
995	0	995	0	995	0	995	0
996	0	996	0	996	0	996	0
997	0	997	0	997	0	997	0
998	0	998	0	998	0	998	0
999	0	999	0	999	0	999	0
1000	0	1000	0	1000	0	1000	0
1001	0	1001	0	1001	0	1001	0
1002	0	1002	0	1002	0	1002	0
1003	0	1003	0	1003	0	1003	0
1004	0	1004	0	1004	0	1004	0
1005	0	1005	0	1005	0	1005	0
1006	0	1006	0	1006	0	1006	0
1007	0	1007	0	1007	0	1007	0
1008	0	1008	0	1008	0	1008	0
1009	0	1009	0	1009	0	1009	0
1010	0	1010	0	1010	0	1010	0
1011	0	1011	0	1011	0	1011	0
1012	0	1012	0	1012	0	1012	0
1013	0	1013	0	1013	0	1013	0
1014	0	1014	0	1014	0	1014	0
1015	0	1015	0	1015	0	1015	0
1016	0	1016	0	1016	0	1016	0
1017	0	1017	0	1017	0	1017	0
1018	0	1018	0	1018	0	1018	0
1019	0	1019	0	1019	0	1019	0
1020	0	1020	0	1020	0	1020	0
1021	0	1021	0	1021	0	1021	0
1022	0	1022	0	1022	0	1022	0
1023	0	1023	0	1023	0	1023	0
1024	0	1024	0	1024	0	1024	0
1025	0	1025	0	1025	0	1025	0
1026	0	1026	0	1026	0	1026	0
1027	0	1027	0	1027	0	1027	0
1028	0	1028	0	1028	0	1028	0
1029	0	1029	0	1029	0	1029	0
1030	0	1030	0	1030	0	1030	0
1031	0	1031	0	1031	0	1031	0
1032	0	1032	0	1032	0	1032	0
1033	0	1033	0	1033	0	1033	0
1034	0	1034	0	1034	0	1034	0
1035	0	1035	0	1035	0	1035	0
1036	0	1036	0	1036	0	1036	0
1037	0	1037	0	1037	0	1037	0
1038	0	1038	0	1038	0	1038	0
1039	0	1039	0	1039	0	1039	0
1040	0	1040	0	1040	0	1040	0
1041	0	1041	0	1041	0	1041	0
1042	0	1042	0	1042	0	1042	0
1043	0	1043	0	1043	0	1043	0
1044	0	1044	0	1044	0	1044	0
1045	0	1045	0	1045	0	1045	0
1046	0	1046	0	1046	0	1046	0
1047	0	1047	0	1047	0	1047	0
1048	0	1048	0	1048	0	1048	0
1049	0	1049	0	1049	0	1049	0
1050	0	1050	0	1050	0	1050	0
1051	0	1051	0	1051	0	1051	0
1052	0	1052	0	1052	0	1052	0
1053	0	1053	0	1053	0	1053	0
1054	0	1054	0	1054	0	1054	0
1055	0	1055	0	1055	0	1055	0
1056	0	1056	0	1056	0	1056	0
1057	0	1057	0	1057	0	1057	0
1058	0	1058	0	1058	0	1058	0
1059	0	1059	0	1059	0	1059	0
1060	0	1060	0	1060	0	1060	0
1061	0	1061	0	1061	0	1061	0
1062	0	1062	0	1062	0	1062	0
1063	0	1063	0	1063	0	1063	0
1064	0	1064	0	1064	0	1064	0
1065	0	1065	0	1065	0	1065	0
1066	0	1066	0	1066	0	1066	0
1067	0	1067	0	1067	0	1067	0
1068	0	1068	0	1068	0	1068	0
1069	0	1069	0	1069	0	1069	0
1070	0	1070	0	1070	0	1070	0
1071	0	1071	0	1071	0	1071	0
1072	0	1072	0	1072	0	1072	0
1073	0	1073	0	1073	0	1073	0
1074	0	1074	0	1074	0	1074	0
1075	0	1075	0	1075	0	1075	0
1076	0	1076	0	1076	0	1076	0
1077	0	1077	0	1077	0	1077	0
1078	0	1078	0	1078	0	1078	0
1079	0	1079	0	1079	0	1079	0
1080	0	1080	0	1080	0	1080	0
1081	0	1081	0	1081	0	1081	0
1082	0	1082	0	1082	0	1082	0
1083	0	1083	0	1083	0	1083	0
1084	0	1084	0	1084	0	1084	0
1085	0	1085	0	1085	0	1085	0
1086	0	1086	0	1086	0	1086	0
1087	0	1087	0	1087	0	1087	0
1088	0	1088	0	1088	0	1088	0
1089	0	1089	0	1089	0	1089	0
1090	0	1090	0	1090	0	1090	0
1091	0	1091	0	1091	0	1091	0
1092	0	1092	0	1092	0	1092	0
1093	0	1093	0	1093	0	1093	0
1094	0	1094	0	1094	0	1094	0
1095	0	1095	0	1095	0	1095	0
1096	0	1096	0	1096	0	1096	0
1097	0	1097	0	1097	0	1097	0
1098	0	1098	0	1098	0	1098	0
1099	0	1099	0	1099	0	1099	0
1100	0	1100	0	1100	0	1100	0
1101	0	1101	0	1101	0	1101	0
1102	0	1102	0	1102	0	1102	0
1103	0	1103	0	1103	0	1103	0
1104	0	1104	0	1104	0	1104	0
1105	0	1105	0	1105	0	1105	0
1106	0	1106	0	1106	0	1106	0
1107	0	1107	0	1107	0	1107	0
1108	0	1108	0	1108	0	1108	0
1109	0	1109	0	1109	0	1109	0
1110	0	1110	0	1110	0	1110	0
1111	0	1111	0	1111	0	1111	0
1112	0	1112	0	1112	0	1112	0
1113	0	1113	0	1113	0	1113	0
1114	0	1114	0	1114	0	1114	0
1115	0	1115	0	1115	0	1115	0
1116	0	1116	0	1116	0	1116	0
1117	0	1117	0	1117	0	1117	0
1118	0	1118	0	1118	0	1118	0
1119	0	1119	0	1119	0	1119	0
1120	0	1120	0	1120	0	1120	0
1121	0	1121	0	1121	0	1121	0
1122	0	1122	0	1122	0	1122	0
1123	0	1123	0	1123	0	1123	0
1124	0	1124	0	1124	0	1124	0
1125	0	1125	0	1125	0	1125	0
1126	0	1126	0	1126	0	1126	0
1127	0	1127	0	1127	0	1127	0
1128	0	1128	0	1128	0	1128	0
1129	0	1129	0	1129	0	1129	0
1130	0	1130	0	1130	0	1130	0
1131	0	1131	0	1131	0	1131	0
1132	0	1132	0	1132	0	1132	0
1133	0	1133	0	1133	0	1133	0
1134	0	1134	0	1134	0	1134	0
1135	0	1135	0	1135	0	1135	0
1136	0	1136	0	1136	0	1136	0
1137	0	1137	0	1137	0	1137	0
1138	0	1138	0	1138	0	1138	0
1139	0	1139	0	1139	0	1139	0
1140	0	1140	0	1140	0	1140	0
1141	0	1141	0	1141	0	1141	0
1142	0	1142	0	1142	0	1142	0
1143	0	1143	0	1143	0	1143	0
1144	0	1144	0	1144	0	1144	0
1145	0	1145	0	1145	0	1145	0
1146	0	1146	0	1146	0	1146	0
1147	0	1147	0	1147	0	1147	0
1148	0	1148	0	1148	0	1148	0
1149	0	1149	0	1149	0	1149	0
1150	0	1150	0	1150	0	1150	0
1151	0	1151	0	1151	0	1151	0
1152	0	1152	0	1152	0	1152	0
1153	0	1153	0	1153	0	1153	0
1154	0	1154	0	1154	0	1154	0
1155	0	1155	0	1155	0	1155	0
1156	0	1156	0	1156	0	1156	0
1157	0	1157	0	1157	0	1157	0
1158	0	1158	0	1158	0	1158	0
1159	0	1159	0	1159	0	1159	0
1160	0	1160	0	1160	0	1160	0
1161	0	1161	0	1161	0	1161	0
1162	0	1162	0	1162	0	1162	0
1163	0	1163	0	1163	0	1163	0
1164	0	1164	0	1164	0	1164	0
1165	0	1165	0	1165	0	1165	0
1166	0	1166	0	1166	0	1166	0
1167	0	1167	0	1167	0	1167	0
1168	0	1168	0	1168	0	1168	0
1169	0	1169	0	1169	0	1169	0
1170	0	1170	0	1170	0	1170	0
1171	0	1171	0	1171	0	1171	0
1172	0	1172	0	1172	0	1172	0
1173	0	1173	0	1173	0	1173	0
1174	0	1174	0	1174	0	1174	0
1175	0	1175	0	1175	0	1175	0
1176	0	1176	0	1176	0	1176	0
1177	0	1177	0	1177	0	1177	0
1178	0	1178	0	1178	0	1178	0
1179	0	1179	0	1179	0	1179	0
1180	0	1180	0	1180	0	1180	0
1181	0	1181	0	1181	0	1181	0
1182	0	1182	0	1182	0	1182	0
1183	0	1183	0	1183	0	1183	0
1184	0	1184	0	1184	0	1184	0
1185	0	1185	0	1185	0	1185	0
1186	0	1186	0	1186	0	1186	0
1187	0	1187	0	1187	0	1187	0
1188	0	1188	0	1188	0	1188	0
1189	0	1189	0	1189	0	1189	0
1190	0	1190	0	1190	0	1190	0
1191	0	1191	0	1191	0	1191	0
1192	0	1192	0	1192	0	1192	0
1193	0	1193	0	1193	0	1193	0
1194	0	1194	0	1194	0	1194	0
1195	0	1195	0	1195	0	1195	0
1196	0	1196	0	1196	0	1196	0
1197	0	1197	0	1197	0	1197	0
1198	0	1198	0	1198	0	1198	0
1199	0	1199	0	1199	0	1199	0
1200	0	1200	0	1200	0	1200	0
1201	0	1201	0	1201	0	1201	0
1202	0	1202	0	1202	0	1202	0
1203	0	1203	0	1203	0	1203	0
1204	0	1204	0	1204	0	1204	0
1205	0	1205	0	1205	0	1205	0
1206	0	1206	0	1206	0	1206	0
1207	0	1207	0	1207	0	1207	0
1208	0	1208	0	1208	0	1208	0
1209	0	1209	0	1209	0	1209	0
1210	0	1210	0	1210	0	1210	0
1211	0	1211	0	1211	0	1211	0
1212	0	1212	0	1212	0	1212	0
1213	0	1213	0	1213	0	1213	0
1214	0	1214	0	1214	0	1214	0
1215	0	1215	0	1215	0	1215	0
1216	0	1216	0	1216	0	1216	0
1217	0	1217	0	1217	0	1217	0
1218	0	1218	0	1218	0	1218	0
1219	0	1219	0	1219	0	1219	0
1220	0	1220	0	1220	0	1220	0
1221	0	1221	0	1221	0	1221	0
1222	0	1222	0	1222	0	1222	0
1223	0	1223	0	1223	0	1223	0
1224	0	1224	0	1224	0	1224	0
1225	0	1225	0	1225	0	1225	0
1226	0	1226	0	1226	0	1226	0
1227	0	1227	0	1227	0	1227	0
1228	0	1228	0	1228	0	1228	0
1229	0	1229	0	1229	0	1229	0
1230	0	1230	0	1230	0	1230	0
1231	0	1231	0	1231	0	1231	0
1232	0	1232	0	1232	0	1232	0
1233	0	1233	0	1233	0	1233	0
1234	0	1234	0	1234	0	1234	0
1235	0	1235	0	1235	0	1235	0
1236	0	1236	0	1236	0	1236	0
1237	0	1237	0	1237	0	1237	0
1238	0	1238	0	1238	0	1238	0
1239	0	1239	0	1239	0	1239	0
1240	0	1240	0	1240	0	1240	0
1241	0	1241	0	1241	0	1241	0
1242	0	1242	0	1242	0	1242	0
1243	0	1243	0	1243	0	1243	0
1244	0	1244	0	1244	0	1244	0
1245	0	1245	0	1245	0	1245	0
1246	0	1246	0	1246	0	1246	0
1247	0	1247	0	1247	0	1247	0
1248	0	1248	0	1248	0	1248	0
1249	0	1249	0	1249	0	1249	0
1250	0	1250	0	1250	0	1250	0
1251	0	1251	0	1251	0	1251	0
1252	0	1252	0	1252	0	1252	0
1253	0	1253	0	1253	0	1253	0
1254	0	1254	0	1254	0	1254	0
1255	0	1255	0	1255	0	1255	0
1256	0	1256	0	1256	0	1256	0
1257	0	1257	0	1257	0	1257	0
1258	0	1258	0	1258	0	1258	0
1259	0	1259	0	1259	0	1259	0
1260	0	1260	0	1260	0	1260	0
1261	0	1261	0	1261	0	1261	0
1262	0	1262	0	1262	0	1262	0
1263	0	1263	0	1263	0	1263	0
1264	0	1264	0	1264	0	1264	0
1265	0	1265	0	1265	0	1265	0
1266	0	1266	0	1266	0	1266	0
1267	0	1267	0	1267	0	1267	0
1268	0	1268	0	1268	0	1268	0
1269	0	1269	0	1269	0	1269	0
1270	0	1270	0	1270	0	1270	0
1271	0	1271	0	1271	0	1271	0
1272	0	1272	0	1272	0	1272	0
1273	0	1273	0	1273	0	1273	0
1274	0	1274	0	1274	0	1274	0
1275	0	1275	0	1275	0	1275	0
1276	0	1276	0	1276	0	1276	0
1277	0	1277	0	1277	0	1277	0
1278	0	1278	0	1278	0	1278	0
1279	0	1279	0	1279	0	1279	0
1280	0	1280	0	1280	0	1280	0
1281	0	1281	0	1281	0	1281	0
1282	0	1282	0	1282	0	1282	0
1283	0	1283	0	1283	0	1283	0
1284	0	1284	0	1284	0	1284	0
1285	0	1285	0	1285	0	1285	0
1286	0	1286	0	1286	0	1286	0
1287	0	1287	0	1287	0	1287	0
1288	0	1288	0	1288	0	1288	0
1289	0	1289	0	1289	0	1289	0
1290	0	1290	0	1290	0	1290	0
1291	0	1291	0	1291	0	1291	0
1292	0	1292	0	1292	0	1292	0
1293	0	1293	0	1293	0	1293	0
1294	0	1294	0	1294	0	1294	0
1295	0	1295	0	1295	0	1295	0
1296	0	1296	0	1296	0	1296	0
1297	0	1297	0	1297	0	1297	0
